"full_name","clone_slug","matched_frameworks","stars","size_kb","contributors","pushed_at","description","real_ai_app","analyzed_scope","processed","clone_failed","llm_calls","llm_calls_raw","fp_dropped_calls","invokers_direct","invokers_transitive","nd_tests","nd_tests_direct","nd_tests_transitive","eval_calls","total_functions","pct_functions_direct","cg_source","graph_usable","graph_excluded_files","graph_coverage_pct","slice_status","slice_error","frameworks_imported","framework_suspect","framework_evidence","zero_invoker","zero_invoker_reason","imports_matched_fw","py_files","ipynb_files","test_files","http_llm_files","cli_llm_files","in_scope","notes"
"zjunlp/MemBase","zjunlp_MemBase","dspy, mem0","40","12373","11","2026-06-29","A Comprehensive Benchmarking Framework for Long-Term Conversational Memory Layers","1","1","1","0","21","21","0","20","2256","76","0","76","0","3630","0.55","pyan","True","0","127.9","ok","","openai, litellm, langchain_core, langchain, ollama, langgraph, langchain_aws, langchain_community, together, vertexai, anthropic, groq, mem0, cohere","0","","0","","","","","","","","",""
"Trampoline-AI/predict-rlm","Trampoline-AI_predict-rlm","dspy","407","190487","4","2026-06-29","Production focused Self-harnessed LM runtime (RLM) that allows the LM to call its sub-lm with DSPy signatures. Define your inputs, outputs, and tools — the model handles its own control flow. Get full","1","1","1","0","58","58","0","52","69","98","42","56","0","3998","1.3","pyan_resilient","True","1","117.4","ok","","dspy, litellm, openai","0","imported_by=1 as `predict_rlm` (e.g. mutx-dev/mutx-dev)","0","","","","","","","","",""
"dice-group/owlapy","dice-group_owlapy","dspy","88","115973","8","2026-05-28","OWL Engineering & Reasoning in Python","1","1","1","0","1","1","0","1","38","28","0","28","0","2904","0.03","pyan_resilient","True","2","114.3","ok","","dspy, openai","0","","0","","","","","","","","",""
"bradAGI/GraphMemory","bradAGI_GraphMemory","dspy","151","225","2","2026-04-20","GraphRAG database - hybrid graph / vector db","1","1","1","0","1","1","0","1","0","0","0","0","0","477","0.21","pyan","True","0","113.2","ok","","dspy, openai, langchain","0","","0","","","","","","","","",""
"gusye1234/nano-graphrag","gusye1234_nano-graphrag","dspy","3907","699","20","2026-01-27","A simple, easy-to-hack GraphRAG implementation","1","1","1","0","9","9","0","9","51","20","1","19","0","364","2.47","pyan","True","0","115.9","ok","","openai, dspy, ollama","0","","0","","","","","","","","",""
"radiantlogicinc/fastworkflow","radiantlogicinc_fastworkflow","dspy","48","21850","4","2026-06-25","A framework for building large-scale, deterministic, interactive workflows with a fault-tolerant, conversational UX","1","1","1","0","0","0","0","0","228","155","0","155","0","4040","0.0","pyan","True","0","115.2","ok","","dspy, litellm","0","","0","","","","","","","","",""
"boringdata/kurt-core","boringdata_kurt-core","dspy","12","47360","6","2026-04-02","","1","1","1","0","6","6","0","4","108","49","0","49","0","5884","0.07","pyan","True","0","111.0","ok","","dspy, anthropic, litellm, openai","0","","0","","","","","","","","",""
"TracecatHQ/tracecat","TracecatHQ_tracecat","pydantic_ai","3703","106748","41","2026-06-30","Open-source security automation platform for teams and AI agents","1","1","1","0","2","2","0","2","0","0","0","0","0","16767","0.01","none","False","3","0.0","ok","","pydantic_ai, litellm","0","","0","","","","","","","","",""
"Strong-AI-Lab/Von","Strong-AI-Lab_Von","haystack","10","20589","7","2026-06-29","Intelligent Agent System for Scientific Research Support","1","1","1","0","8","8","0","6","0","0","0","0","0","20468","0.03","none","False","8","0.0","ok","","openai, ollama","0","","0","","","","","","","","0","real LLM app, but imports only ollama, openai — outside the top-20, not measured; not an agentic application (EXCLUSIONS §17b): matched `haystack` but every direct invoker came from raw provider SDK patterns only (openai 6); imports no agentic framework"
"borealBytes/dokploy-wizard","borealBytes_dokploy-wizard","mem0","36","2232","2","2026-05-28","","1","1","1","0","2","2","0","2","288","223","0","223","0","4327","0.05","pyan_resilient","True","3","104.7","ok","","mem0","0","","0","","","","","","","","",""
"dynamiqs/dynamiqs","dynamiqs_dynamiqs","dynamiq","299","535117","26","2026-06-17","High-performance quantum systems simulation with JAX (GPU-accelerated & differentiable solvers).","1","0","1","0","0","0","0","0","0","0","0","0","0","1405","0.0","pyan","True","0","122.6","absent","","","1","imported_by=2 as `dynamiqs` (e.g. dkweiss31/qontrol, qiboteam/qibolab); owner_matches=dynamiq","1","framework_never_imported","","139","0","44","0","0","0","token collision (EXCLUSIONS §16): matched `dynamiq`, which tokenizes onto `dynamiqs` (quantum simulation); clone imports no tracked framework, 0 LLM calls"
"qiboteam/qibolab","qiboteam_qibolab","dynamiq","59","45996","48","2026-06-30","Quantum hardware module and drivers for Qibo.","1","0","1","0","0","0","0","0","0","0","0","0","0","953","0.0","pyan_resilient","True","4","133.6","absent","","","0","","1","framework_never_imported","","175","0","34","0","0","0","token collision (EXCLUSIONS §16): matched `dynamiq`, which tokenizes onto `dynamiqs` (quantum simulation); clone imports no tracked framework, 0 LLM calls"
"dkweiss31/qontrol","dkweiss31_qontrol","dynamiq","27","9106","3","2025-12-06","Quantum optimal control based on dynamiqs, diffrax and JAX","1","0","1","0","0","0","0","0","0","0","0","0","0","87","0.0","pyan","True","0","123.0","absent","","","0","","1","framework_never_imported","","16","2","2","0","0","0","token collision (EXCLUSIONS §16): matched `dynamiq`, which tokenizes onto `dynamiqs` (quantum simulation); clone imports no tracked framework, 0 LLM calls"
"kvyb/opentulpa","kvyb_opentulpa","headroom, mem0","38","5127","2","2026-06-17","Self-hosted personal AI agent and employee for workflow automation in your DMs. It writes code, runs tools, schedules jobs, saves workflows, and remembers context.","1","1","1","0","36","36","0","32","3075","806","27","779","0","4914","0.65","pyan_resilient","True","4","115.6","ok","","langchain_core, langgraph, langchain, langchain_openai, langchain_openrouter, openai","0","","0","","","","","","","","",""
"rte-france/BERTrend","rte-france_BERTrend","langchain_core","69","150537","5","2026-03-26","","1","1","1","0","7","7","0","6","134","70","0","70","0","1444","0.42","pyan","True","0","113.1","ok","","agents, openai, langchain_core","0","","0","","","","","","","","",""
"topoteretes/cognee","topoteretes_cognee","haystack, mem0","26111","200877","191","2026-06-30","Cognee is the open-source AI memory platform for agents. Give your AI agents persistent long-term memory across sessions with a self-hosted knowledge graph engine.","1","1","1","0","24","24","0","15","7454","3193","0","3193","2","10405","0.14","pyan_resilient","True","3","135.2","ok","","litellm, openai, deepeval, langchain_aws, langchain_openai, mem0, anthropic, mistralai","1","imported_by=8 as `cognee` (e.g. HUST-AI-HYZ/MemoryAgentBench, OpenNorve/CogniFold, SuperagenticAI/superqode)","0","","","","","","","","0","framework, not an application: AI memory platform/library, imported by 8 corpus repos (EXCLUSIONS §12)"
"EPFLiGHT/mmore","EPFLiGHT_mmore","langchain_core, langchain_huggingface","227","95875","29","2026-06-30","Ever needed to take 8000 PDFs, 2000 videos, and 500 spreadsheets and feed them to an LLM as a knowledge base? Well, mmore is here to help you! mmore is a scalable multimodal pipeline for processing, i","1","1","1","0","27","27","0","22","519","189","6","183","1","1318","1.67","pyan_resilient","True","2","124.4","ok","","langchain_core, langgraph, dspy, langchain_huggingface, langchain_community, langchain_cohere, langchain_mistralai, langchain_openai, ragas, langchain_anthropic, langchain_aws","0","","0","","","","","","","","",""
"OpenDCAI/Mycel","OpenDCAI_Mycel","langchain_anthropic","111","32223","8","2026-06-25","Connect people, agents, and teams for the next era of human-AI collaboration.","1","1","1","0","72","73","1","63","836","565","53","512","0","6738","0.93","pyan_resilient","True","9","104.0","ok","","langchain_core, langgraph, langchain, langchain_anthropic","0","","0","","","","","","","","",""
"redis-applied-ai/redis-sre-agent","redis-applied-ai_redis-sre-agent","langchain_core","10","8897","6","2026-06-29","LangGraph-based Redis SRE Agent for infrastructure monitoring and incident response","1","1","1","0","79","81","2","59","4060","1964","42","1922","0","8295","0.71","pyan_resilient","True","2","105.9","ok","","langchain_core, langgraph, openai, langchain_openai, langchain_anthropic","0","","0","","","","","","","","",""
"oracle/accelerated-data-science","oracle_accelerated-data-science","langchain, langchain_openai","126","63636","50","2026-06-30","ADS is the Oracle Data Science Cloud Service's python SDK supporting, model ops (train/eval/deploy), along with running workloads on Jobs and Pipeline resources.","1","1","1","0","10","10","0","8","6211","1943","4","1939","0","8171","0.1","pyan","True","0","120.6","ok","","langchain, langchain_core, autogen, openai, langchain_community, langchain_openai","0","","0","","","","","","","","",""
"TUM-AVS/target-bench","TUM-AVS_target-bench","omnigent","52","116736","3","2026-03-10","[ECCV'26] Official repo for Target-Bench: Can World Models Achieve Mapless Path Planning with Semantic Targets?","0","0","1","0","0","0","0","0","0","0","0","0","0","1298","0.0","pyan","True","0","90.1","absent","","","0","","1","framework_never_imported","","174","0","0","0","0","0","not an LLM app: `omnigent` collision token (matches the OmniGenTransformer diffusion class); image/video/audio generation code, 0 LLM calls, no LLM import (EXCLUSIONS §13)"
"prebid/salesagent","prebid_salesagent","pydantic_ai","34","30249","32","2026-06-30","A media sales agent that implements the AdCP Media Buy protocol","1","1","1","0","5","5","0","5","1267","1180","0","1180","0","14407","0.03","pyan","True","0","110.9","ok","","pydantic_ai","0","","0","","","","","","","","",""
"musicmonk42/The_Code_Factory_Working_V2","musicmonk42_The_Code_Factory_Working_V2","langchain_xai","13","31651","5","2026-04-12","","1","1","1","0","39","39","0","32","0","0","0","0","0","21087","0.15","none","False","0","0.0","ok","","agents, langchain_core, openai, langchain_openai, anthropic, langchain, langchain_anthropic, langchain_google_genai, langchain_community, langchain_xai, langgraph","0","","0","","","","","","","","",""
"1KevinFigueroa/vector4cyber","1KevinFigueroa_vector4cyber","langchain_chroma","20","44027","4","2026-05-22","Project Context Clues aim to vectorize CyberOps recon and threat intel data for AI driven systems.","0","0","1","0","1","1","0","1","1","0","0","0","0","430","0.23","pyan","True","0","79.1","ok","","langchain_openai, langchain_core","0","","0","","","","","","","","",""
"deltacodes1/Hackotberfest2025","deltacodes1_Hackotberfest2025","langchain_text_splitters","86","246868","181","2025-11-05","Make your first Pull Request on Hacktoberfest 2025. Don't forget to spread love and if you like give us a ⭐️","0","0","1","0","0","0","0","0","0","0","0","0","0","472","0.0","none","False","10","0.0","absent","","langchain, langchain_core, langchain_community","0","","1","imports_fw_no_call_site","langchain_text_splitters","141","9","7","2","0","",""
"ai-christianson/RA.Aid","ai-christianson_RA.Aid","langchain_anthropic, langchain_deepseek, langchain_fireworks","2223","19797","24","2026-01-30","Develop software autonomously.","1","1","1","0","27","31","4","24","71","51","7","44","0","1475","1.63","pyan_resilient","True","2","107.5","ok","","langchain_core, langgraph, litellm, langchain, langchain_anthropic, langchain_openai, openai, langchain_deepseek, langchain_google_genai, anthropic, fireworks, langchain_ollama, langchain_aws, langchain_groq, langchain_fireworks","0","","0","","","","","","","","",""
"yifanfeng97/Hyper-Extract","yifanfeng97_Hyper-Extract","langchain_openai","2806","35513","13","2026-06-27","Hypergraph is more powerful. Transform unstructured text into structured knowledge with LLMs. Graphs, hypergraphs, and spatio-temporal extractions — with one command.","1","1","1","0","33","33","0","24","53","25","0","25","0","749","3.2","pyan","True","0","164.5","ok","","langchain_openai, langchain_core, langchain_community, openai, langchain_anthropic","0","","0","","","","","","","","",""
"ganeshnikhil/J.A.R.V.I.S.2.0","ganeshnikhil_J.A.R.V.I.S.2.0","langchain_ollama","237","2155","4","2025-09-30"," open source assistant  hybrid using small models (2b - 5b) and gemini  , with image and agentic tool capabilities and integration of RAG with effiecient memory. android  support using adb ","1","1","1","0","8","8","0","8","15","0","0","0","0","145","5.52","pyan","True","0","78.6","ok","","langchain_ollama, langchain_community, langchain, langchain_core, ollama","0","","0","","","","","","","","",""
"nikhilvallishayee/duh","nikhilvallishayee_duh","swarms","40","22051","3","2026-06-29","D.U.H. — D.U.H is a Universal Harness. Provider-agnostic AI coding agent.","1","1","1","0","2","2","0","2","4920","4013","0","4013","0","8739","0.02","pyan_resilient","True","1","113.6","ok","","openai, anthropic","0","","0","","","","","","","","0","real LLM app, but imports only anthropic, openai — outside the top-20, not measured; not an agentic application (EXCLUSIONS §17b): matched `swarms` but every direct invoker came from raw provider SDK patterns only (raw SDK only); imports no agentic framework"
"googleapis/langchain-google-cloud-sql-pg-python","googleapis_langchain-google-cloud-sql-pg-python","langchain_tests","44","17506","18","2026-06-25","","0","0","1","0","3","3","0","3","0","1","1","0","0","485","0.62","pyan","True","0","106.4","ok","","langchain_core, langchain_google_vertexai, vertexai, langgraph, langchain_community, langchain","0","","0","","","","","","","","0","framework, not an application: langchain integration package (EXCLUSIONS §11)"
"MODSetter/SurfSense","MODSetter_SurfSense","langchain_anthropic, langgraph","15158","410155","89","2026-07-01","An open source, privacy focused alternative to NotebookLM for teams with no data limits. Join our Discord: https://discord.gg/ejRNvftDp9","1","1","1","0","84","84","0","59","0","45","45","0","0","11635","0.51","none","False","8","0.0","ok","","langchain_core, langgraph, langchain, litellm, langchain_anthropic, langchain_community","0","","0","","","","","","","","",""
"zenml-io/kitaru","zenml-io_kitaru","pydantic_ai","192","12769","12","2026-06-30","Record, replay, and improve AI agents in production, built on ZenML","1","1","1","0","81","82","1","68","12","58","51","7","0","6936","0.98","pyan","True","0","130.4","ok","","langchain_core, agents, langgraph, pydantic_ai, langchain, openai","0","","0","","","","","","","","",""
