"rank","score","band","full_name","github_url","imported_by","imported_as","importer_examples","declares_package","stage1_framework","owner_matches","desc_keyword","stars","contributors","total_functions","llm_calls","invokers_direct","nd_tests","nd_tests_direct","frameworks_imported","in_scope","framework_suspect","pypi","description","score_breakdown"
"657","0","-","vibesurf-ai/VibeSurf","https://github.com/vibesurf-ai/VibeSurf","0","","","","0","","","484","3","4015","29","23","15","0","langchain_core, langchain, langchain_community, openai, langchain_openai, dashscope, langchain_google_genai, anthropic, langchain_aws, langchain_anthropic, langchain_experimental, langchain_google_vertexai, langgraph, cohere, langchain_groq, phoenix, opik","","0","","A powerful browser assistant for vibe surfing 一个开源的AI浏览器智能助手",""
"658","0","-","BG8CFB/TradingAgents-CN","https://github.com/BG8CFB/TradingAgents-CN","0","","","","0","","","64","19","4824","3","3","14","0","langchain_core, langgraph, langchain_openai, openai, dashscope, langchain_anthropic, langchain_google_genai","","0","","基于多智能体LLM的中文金融交易框架 - TradingAgents中文增强版",""
"659","0","-","Kasma-Inc/Sagi","https://github.com/Kasma-Inc/Sagi","0","","","","0","","","20","11","516","65","46","14","12","autogen_core, autogen_agentchat, autogen_ext","","0","","",""
"660","0","-","Open-Source-Legal/OpenContracts","https://github.com/Open-Source-Legal/OpenContracts","0","","","","0","","","1384","8","18687","12","11","14","6","pydantic_ai, openai, anthropic","","0","","The open document intelligence platform for builders and hackers - DMS for the agentic world",""
"661","0","-","truera/trulens","https://github.com/truera/trulens","0","","","","0","","","3408","80","4072","49","33","14","14","langchain_core, openai, langchain_community, langchain_openai, langchain, langgraph, litellm, agents, langchain_huggingface, langchain_experimental, anthropic","","0","","Evaluation and Tracking for LLM Experiments and AI Agents",""
"662","0","-","zbambergerNLP/state-of-thoughts","https://github.com/zbambergerNLP/state-of-thoughts","0","","","","0","","","26","2","1059","31","27","14","14","dspy, openai, anthropic, cohere","","0","","Inference-Time-Compute (ITC) with open-source LLMs through STATe-of-Thoughts",""
"663","0","-","jleechanorg/claude-commands","https://github.com/jleechanorg/claude-commands","0","","","","0","","","27","5","5306","9","8","13","0","mem0, anthropic, openai","","0","","A collection of Claude commands and utilities",""
"664","0","-","Agentic-AI-Coach/AgenticAICoach","https://github.com/Agentic-AI-Coach/AgenticAICoach","0","","","","0","","","28","18","393","17","16","12","0","crewai, agents, langchain_openai, openai, langchain","","0","","Developing Coaching Agents for AI Entrepreneurship",""
"665","0","-","MarksStuff/github-agent","https://github.com/MarksStuff/github-agent","0","","","","0","","","16","5","1819","13","11","12","3","langchain_core, langchain_ollama, langgraph, langchain_anthropic","","0","","An MCP-based agent to route pr reviews to coding agents",""
"666","0","-","aymenfurter/slidefinder","https://github.com/aymenfurter/slidefinder","0","","","","0","","","10","2","384","9","9","12","0","agent_framework","","0","","Search & Build Custom Decks from Microsoft Build & Ignite Presentations",""
"667","0","-","TNT-Likely/PanWatch","https://github.com/TNT-Likely/PanWatch","0","","","","0","","","640","2","1955","3","3","11","0","langchain_core, openai","","0","","盯盘侠 PanWatch · 自托管 AI 盯盘助手，集成 TradingAgents 多 Agent 投资决策 | A股/港股/美股实时监控、持仓管理、智能分析、全渠道推送",""
"668","0","-","amazon-science/CodeAssistBench","https://github.com/amazon-science/CodeAssistBench","0","","","","0","","","10","6","2291","3","3","11","0","openai, mem0","","0","","",""
"669","0","-","sourangshupal/Agentic-RAG-project","https://github.com/sourangshupal/Agentic-RAG-project","0","","","","0","","","23","3","462","9","8","11","0","langchain_core, langgraph, openai, langchain_aws, langchain_ollama, langchain_openai","","0","","Production-grade Agentic RAG system for arXiv paper curation",""
"670","0","-","AgentToolkit/agent-mentor","https://github.com/AgentToolkit/agent-mentor","0","","","","0","","","12","5","1846","19","17","10","6","langgraph, langchain_core, crewai, langchain_openai, openai, litellm","","0","","Agent Analytics",""
"671","0","-","axsaucedo/pydantic-ai-server","https://github.com/axsaucedo/pydantic-ai-server","0","","","","0","","","26","2","701","3","3","10","0","pydantic_ai","","0","","Pydantic AI Server with support for A2A, autonomous runs, async execution, completions API, opentracing and kubernetes scaling 🤠",""
"672","0","-","Text2SqlAgent/text2sql-framework","https://github.com/Text2SqlAgent/text2sql-framework","0","","","","0","","","148","2","180","8","8","9","4","langchain_core, langchain, anthropic, openai, langchain_anthropic, langchain_openai","","0","","",""
"673","0","-","microsoft/content-processing-solution-accelerator","https://github.com/microsoft/content-processing-solution-accelerator","0","","","","0","","","230","51","2405","13","12","9","0","agent_framework, openai, mem0","","0","","Programmatically extract data and apply schemas to unstructured documents across text-based and multi-modal content using Azure AI Foundry, Azure OpenAI, Azure AI Content Understanding, and Cosmos DB.",""
"674","0","-","codeligence/dev-agents","https://github.com/codeligence/dev-agents","0","","","","0","","","19","5","1734","6","5","8","0","pydantic_ai, agents","","0","","AI Agents for Dev Teams - Your new Digital Teammate",""
"675","0","-","ironcladgeek/FalconSignals","https://github.com/ironcladgeek/FalconSignals","0","","","","0","","","43","2","1524","3","3","8","0","crewai, langchain_core, langchain_anthropic, langchain_openai","","0","","AI-powered financial analysis and investment recommendation system using multi-agent AI orchestration.",""
"676","0","-","metauto-ai/GPTSwarm","https://github.com/metauto-ai/GPTSwarm","0","","","","0","","","1021","7","413","16","14","8","5","swarm, openai","","0","","🐝  The First Self-Improving agents with RL / Prompting Optimization",""
"677","0","-","microsoft/dstoolkit-text2sql-and-imageprocessing","https://github.com/microsoft/dstoolkit-text2sql-and-imageprocessing","0","","","","0","","","103","8","444","10","9","8","0","autogen_agentchat, autogen_core, openai, semantic_kernel, autogen_ext","","0","","This repo accelerates development of RAG applications with rich data sources including SQL Warehouses and documents analysed with Azure Document Intelligence",""
"678","0","-","trpc-group/trpc-agent-python","https://github.com/trpc-group/trpc-agent-python","0","","","","0","","","89","13","15738","22","20","8","1","langchain_core, langgraph, langchain, mem0, langchain_community, langchain_huggingface, anthropic, openai","","0","","tRPC-Agent-Python provides an end-to-end foundation for agent building, orchestration, tool integration, session and long-term memory, service deployment, and observability, so you can ship reliable a",""
"679","0","-","MSDLLCpapers/teal-agents","https://github.com/MSDLLCpapers/teal-agents","0","","","","0","","","10","24","2001","22","20","7","3","semantic_kernel, agents, openai, anthropic","","0","","",""
"680","0","-","datastax/ragstack-ai","https://github.com/datastax/ragstack-ai","0","","","","0","","","190","21","598","14","12","7","5","langchain_core, langchain, langchain_community, langchain_openai, openai, vertexai, langchain_google_vertexai, langchain_experimental, langchain_google_genai, langchain_nvidia_ai_endpoints","","0","","RAGStack is an out of the box solution simplifying Retrieval Augmented Generation (RAG) in AI apps.",""
"681","0","-","AzureCosmosDB/CosmosAIGraph","https://github.com/AzureCosmosDB/CosmosAIGraph","0","","","","0","","","154","5","527","3","3","6","0","semantic_kernel, openai","","0","","CosmosAIGraph implementation of OmniRAG pattern",""
"682","0","-","FromCSUZhou/Econometrics-Agent","https://github.com/FromCSUZhou/Econometrics-Agent","0","","","","0","","","355","3","2274","13","13","6","0","metagpt, openai, langchain_core, semantic_kernel, langchain, dashscope, zhipuai, langchain_community, langchain_openai, agentops, anthropic, langchain_experimental, litellm","","0","","Econometrics AI Agent: A specialized LLM-driven agent for automating complex econometric analysis with zero-shot learning, outperforming general AI in expert tasks. 🚀",""
"683","0","-","GoogleCloudPlatform/cloud-learning-platform","https://github.com/GoogleCloudPlatform/cloud-learning-platform","0","","","","0","","","44","31","4644","2","1","6","0","langchain, vertexai","","0","","",""
"684","0","-","NatLabRockies/elm","https://github.com/NatLabRockies/elm","0","","","","0","","","70","6","703","3","3","6","0","openai","uncovered","0","","ELM is a collection of utilities to apply Large Language Models (LLMs) to energy research.",""
"685","0","-","RevoltSecurities/RAI","https://github.com/RevoltSecurities/RAI","0","","","","0","","","25","5","2135","45","35","6","0","langchain_core, langchain, langgraph, langchain_anthropic","","0","","",""
"686","0","-","agiresearch/AIOS","https://github.com/agiresearch/AIOS","0","","","","0","","","5992","53","1518","4","4","6","0","litellm, openai, mem0","","0","","AIOS: AI Agent Operating System",""
"687","0","-","aws-samples/amazon-elasticache-samples","https://github.com/aws-samples/amazon-elasticache-samples","0","","","","0","","","92","25","597","4","4","6","0","langchain, mem0, langchain_community, langchain_aws","","0","","Samples and documentation for using the Amazon ElastiCache Redis and Memcached",""
"688","0","-","cctbx/cctbx_project","https://github.com/cctbx/cctbx_project","0","","","","0","","","290","147","40211","24","16","6","0","langchain_core, openai, anthropic, langchain_google_genai, langgraph, langchain_anthropic, langchain_openai, langchain_ollama","","0","","Computational Crystallography Toolbox",""
"689","0","-","couchbaselabs/agent-catalog","https://github.com/couchbaselabs/agent-catalog","0","","","","0","","","17","10","512","20","20","6","6","langchain_openai, langgraph, langchain_core, ragas, langchain_experimental, openai","","0","","Giving you the ""agentc"" to build more reliable agents.",""
"690","0","-","nasa-jpl/rosa","https://github.com/nasa-jpl/rosa","0","","","","0","","","1561","8","265","52","19","6","4","langchain, langchain_ollama, langchain_anthropic, langchain_openai, langchain_community, langchain_core","","0","","ROSA 🤖 is an AI Agent designed to interact with ROS1- and ROS2-based robotics systems using natural language queries. ROSA helps robot developers inspect, diagnose, understand, and operate robots.",""
"691","0","-","sunbeam-labs/sunbeam","https://github.com/sunbeam-labs/sunbeam","0","","","","0","","","177","19","147","2","1","6","0","langgraph, langchain_openai, langchain, langchain_core","","0","","A robust, extensible metagenomics pipeline",""
"692","0","-","unoplat/unoplat-code-confluence","https://github.com/unoplat/unoplat-code-confluence","0","","","","0","","","93","7","1641","8","8","6","6","pydantic_ai, litellm, openai","","0","","Always keep your codebases ready for Agents. Improve any coding workflow by atleast 2x by maintaing a live, pluggable context layer per repo that creates and maintains Agents.md",""
"693","0","-","upsidelab/enthusiast","https://github.com/upsidelab/enthusiast","0","","","","0","","","157","11","924","6","6","6","0","langchain_core, openai, langchain_openai, mistralai, ollama, langchain, langgraph, langchain_anthropic, anthropic, langchain_google_genai, langchain_mistralai, langchain_ollama","","0","","Open source AI agent for e-commerce",""
